"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"www.brla.gov","2025","/3309/community-outreach","http://www.brla.gov/3309/community-outreach","3,658","3,260","29.72","343","0.20","0.31"
"www.brla.gov","2025","/2016/storm-drain-dos-and-donts","http://www.brla.gov/2016/storm-drain-dos-and-donts","3,655","2,853","25.47","2,689","0.73","0.85"
"www.brla.gov","2025","/189/urban-wildlife","http://www.brla.gov/189/urban-wildlife","3,652","3,095","44.88","562","0.11","0.48"
"www.brla.gov","2025","/planofgovernment","http://www.brla.gov/planofgovernment","3,650","1,996","52.05","3,550","0.53","0.87"
"www.brla.gov","2025","/342/families-in-need-of-service-juvenile-del","http://www.brla.gov/342/families-in-need-of-service-juvenile-del","3,646","3,141","12.68","2,561","0.65","0.72"
"www.brla.gov","2025","//calendar.aspx","http://www.brla.gov//calendar.aspx","3,623","3,034","17.61","3,319","0.57","0.62"
"www.brla.gov","2025","/3326/food-assistance","http://www.brla.gov/3326/food-assistance","3,612","2,963","32.84","1,045","0.37","0.51"
"www.brla.gov","2025","/3082/resources-and-guides","http://www.brla.gov/3082/resources-and-guides","3,595","2,689","64.38","764","0.24","0.51"
"www.brla.gov","2025","/2106/cybersecurity-preparedness","http://www.brla.gov/2106/cybersecurity-preparedness","3,594","3,250","16.45","1,724","0.43","0.60"
"www.brla.gov","2025","/468/helpful-resources","http://www.brla.gov/468/helpful-resources","3,542","2,902","46.01","459","0.15","0.31"
"www.brla.gov","2025","/3245/procurement-opportunities","http://www.brla.gov/3245/procurement-opportunities","3,539","2,384","46.46","235","0.22","0.43"
"www.brla.gov","2025","/recycle","http://www.brla.gov/recycle","3,534","3,036","27.47","2,463","0.34","0.43"
"www.brla.gov","2025","/1302/about","http://www.brla.gov/1302/about","3,532","2,707","28.31","854","0.43","0.40"
"www.brla.gov","2025","/346/traffic-calming","http://www.brla.gov/346/traffic-calming","3,530","2,876","25.00","1,984","0.36","0.40"
"www.brla.gov","2025","/formcenter/homelessness-prevention-30/homelessness-prevention-222","http://www.brla.gov/formcenter/homelessness-prevention-30/homelessness-prevention-222","3,529","2,954","56.69","316","0.18","0.40"
"www.brla.gov","2025","/502/about-us","http://www.brla.gov/502/about-us","3,515","3,237","79.12","1,523","0.17","0.36"
"www.brla.gov","2025","/192/useful-resources","http://www.brla.gov/192/useful-resources","3,503","2,783","35.13","343","0.09","0.48"
"www.brla.gov","2025","/formcenter/police-department-19/chat-with-the-chief-220","http://www.brla.gov/formcenter/police-department-19/chat-with-the-chief-220","3,475","3,210","146.84","465","0.23","0.47"
"www.brla.gov","2025","/368/outstanding-checks-refundable-deposits","http://www.brla.gov/368/outstanding-checks-refundable-deposits","3,471","2,277","32.81","2,102","0.25","0.33"
"www.brla.gov","2025","/3027/supplier-sedbe-outreach-and-engagement","http://www.brla.gov/3027/supplier-sedbe-outreach-and-engagement","3,464","2,205","23.94","404","0.26","0.31"
"www.brla.gov","2025","/142/contact","http://www.brla.gov/142/contact","3,460","3,282","59.97","1,175","0.28","0.45"
"www.brla.gov","2025","/2562/complete-streets-advisory-committee","http://www.brla.gov/2562/complete-streets-advisory-committee","3,451","3,207","97.99","1,952","0.43","0.60"
"www.brla.gov","2025","/2536/baton-rouge-brownfields-program","http://www.brla.gov/2536/baton-rouge-brownfields-program","3,445","3,124","85.30","2,304","0.59","0.79"
"www.brla.gov","2025","/1671/travel-forms","http://www.brla.gov/1671/travel-forms","3,442","2,185","55.74","0","0.00","0.54"
"www.brla.gov","2025","/1328/maps-and-location-based-data","http://www.brla.gov/1328/maps-and-location-based-data","3,417","3,052","102.37","1,717","0.46","0.59"
"www.brla.gov","2025","/1692/employee-relations","http://www.brla.gov/1692/employee-relations","3,399","2,607","70.67","21","0.07","0.25"
"www.brla.gov","2025","/2067/new-resident-flyer","http://www.brla.gov/2067/new-resident-flyer","3,396","2,303","21.46","280","0.43","0.46"
"www.brla.gov","2025","/3195/policies-and-federal-compliance","http://www.brla.gov/3195/policies-and-federal-compliance","3,382","2,096","19.91","1,818","0.25","0.35"
"www.brla.gov","2025","/1744/forms","http://www.brla.gov/1744/forms","3,379","2,498","10.13","0","0.07","0.14"
"www.brla.gov","2025","/1677/budget-financial-reports","http://www.brla.gov/1677/budget-financial-reports","3,371","2,649","4.79","98","0.01","0.12"
"www.brla.gov","2025","/2220/policies","http://www.brla.gov/2220/policies","3,349","2,581","50.75","1,188","0.06","0.13"
"www.brla.gov","2025","/170/duty-court-schedule","http://www.brla.gov/170/duty-court-schedule","3,346","2,679","56.89","2,333","0.67","0.72"
"www.brla.gov","2025","/948/education","http://www.brla.gov/948/education","3,324","2,642","12.67","1,377","0.32","0.58"
"www.brla.gov","2025","/339/child-in-need-of-care","http://www.brla.gov/339/child-in-need-of-care","3,311","2,591","36.59","2,227","0.69","0.79"
"www.brla.gov","2025","/849/warrant-task-force","http://www.brla.gov/849/warrant-task-force","3,298","2,708","59.05","1,699","0.41","0.55"
"www.brla.gov","2025","/2852/tornado-preparedness","http://www.brla.gov/2852/tornado-preparedness","3,280","2,931","18.94","2,227","0.59","0.84"
"www.brla.gov","2025","/1950/contact-list","http://www.brla.gov/1950/contact-list","3,252","2,832","39.00","2,415","0.75","0.88"
"www.brla.gov","2025","/158/accounting","http://www.brla.gov/158/accounting","3,238","2,388","34.10","905","0.21","0.40"
"www.brla.gov","2025","/1336/mitigation","http://www.brla.gov/1336/mitigation","3,213","2,797","61.80","1,571","0.44","0.41"
"www.brla.gov","2025","/831/divisions","http://www.brla.gov/831/divisions","3,212","2,654","15.48","236","0.24","0.35"
"www.brla.gov","2025","/3193/plans-policies-and-reports","http://www.brla.gov/3193/plans-policies-and-reports","3,200","2,804","159.65","587","0.14","0.42"
"www.brla.gov","2025","/997/communications","http://www.brla.gov/997/communications","3,187","2,548","24.92","1,236","0.25","0.39"
"www.brla.gov","2025","/2924/procurement-terms-and-conditions","http://www.brla.gov/2924/procurement-terms-and-conditions","3,175","2,437","34.07","1,681","0.56","0.57"
"www.brla.gov","2025","/308/street-closure-permit-approval","http://www.brla.gov/308/street-closure-permit-approval","3,173","1,786","15.58","685","0.35","0.46"
"www.brla.gov","2025","/447/tips-for-residents","http://www.brla.gov/447/tips-for-residents","3,168","2,607","38.45","29","0.09","0.22"
"www.brla.gov","2025","/257/faqs","http://www.brla.gov/257/faqs","3,157","2,275","20.82","0","0.14","0.22"
"www.brla.gov","2025","/393/i-care-program","http://www.brla.gov/393/i-care-program","3,130","2,677","21.15","2,568","0.61","0.64"
"www.brla.gov","2025","/1057/smoke-alarms","http://www.brla.gov/1057/smoke-alarms","3,128","2,591","37.70","2,526","0.47","0.55"
"www.brla.gov","2025","/2494/staff-divisions","http://www.brla.gov/2494/staff-divisions","3,117","2,545","25.37","182","0.11","0.21"
"www.brla.gov","2025","/822/taxing-ordinances","http://www.brla.gov/822/taxing-ordinances","3,116","2,651","44.86","1,010","0.22","0.50"
"www.brla.gov","2025","/1153/service-fee-business-office-customer-mem","http://www.brla.gov/1153/service-fee-business-office-customer-mem","3,115","2,383","44.13","1,185","0.31","0.55"
"www.brla.gov","2025","/2223/city-parish-apps","http://www.brla.gov/2223/city-parish-apps","3,113","2,684","113.82","270","0.25","0.72"
"www.brla.gov","2025","/1050/fire-suppression","http://www.brla.gov/1050/fire-suppression","3,112","2,749","21.67","1,160","0.40","0.62"
"www.brla.gov","2025","/2507/transparency","http://www.brla.gov/2507/transparency","3,100","2,743","34.84","559","0.14","0.45"
"www.brla.gov","2025","/1384/services","http://www.brla.gov/1384/services","3,096","2,324","34.85","503","0.29","0.45"
"www.brla.gov","2025","/formcenter/mayor-president-office-17/mayors-event-participation-form-104","http://www.brla.gov/formcenter/mayor-president-office-17/mayors-event-participation-form-104","3,080","2,586","68.82","1,002","0.27","0.74"
"www.brla.gov","2025","/1812/family-preparedness","http://www.brla.gov/1812/family-preparedness","3,069","2,955","33.06","342","0.14","0.63"
"www.brla.gov","2025","/3321/health-substance-abuse","http://www.brla.gov/3321/health-substance-abuse","3,069","2,009","54.61","258","0.29","0.34"
"www.brla.gov","2025","/2625/future-land-use-map","http://www.brla.gov/2625/future-land-use-map","3,043","2,459","105.31","1,636","0.32","0.50"
"www.brla.gov","2025","/2731/fatherhood-initiative","http://www.brla.gov/2731/fatherhood-initiative","3,020","1,929","24.22","2,407","0.83","0.82"
"www.brla.gov","2025","/2577/historic-districts","http://www.brla.gov/2577/historic-districts","2,987","2,324","17.59","1,775","0.50","0.68"
"www.brla.gov","2025","/3013/massage-establishments","http://www.brla.gov/3013/massage-establishments","2,982","2,666","50.20","979","0.33","0.55"
"www.brla.gov","2025","/2636/citizen-data-academy","http://www.brla.gov/2636/citizen-data-academy","2,979","2,799","49.42","1,355","0.33","0.53"
"www.brla.gov","2025","/2589/training","http://www.brla.gov/2589/training","2,977","2,927","73.93","164","0.10","0.45"
"www.brla.gov","2025","/1132/service-fee-business-office","http://www.brla.gov/1132/service-fee-business-office","2,973","2,751","68.13","1,492","0.46","0.54"
"www.brla.gov","2025","/408/electronic-bidding","http://www.brla.gov/408/electronic-bidding","2,971","2,576","73.94","1,161","0.33","0.68"
"www.brla.gov","2025","/3206/disaster-recovery","http://www.brla.gov/3206/disaster-recovery","2,968","2,537","84.81","1,702","0.54","0.65"
"www.brla.gov","2025","/3231/entry-level-fire-records-clerk-employmen","http://www.brla.gov/3231/entry-level-fire-records-clerk-employmen","2,968","2,028","23.85","1,009","0.26","0.29"
"www.brla.gov","2025","/3287/sedbe-events","http://www.brla.gov/3287/sedbe-events","2,965","2,383","98.95","586","0.43","0.48"
"www.brla.gov","2025","/3227/infrastructure-projects","http://www.brla.gov/3227/infrastructure-projects","2,950","1,972","36.46","1,046","0.22","0.45"
"www.brla.gov","2025","/1511/drug-lab","http://www.brla.gov/1511/drug-lab","2,925","2,459","19.06","2,812","0.91","0.95"
"www.brla.gov","2025","/1841/division-e-judge-moore-vendetto","http://www.brla.gov/1841/division-e-judge-moore-vendetto","2,923","2,699","21.92","1,669","0.45","0.63"
"www.brla.gov","2025","/985/things-to-do","http://www.brla.gov/985/things-to-do","2,893","2,666","21.67","770","0.36","0.71"
"www.brla.gov","2025","/fire","http://www.brla.gov/fire","2,882","2,624","21.37","2,784","0.63","0.64"
"www.brla.gov","2025","/623/district-4-aaron-moakhttps://www.brla.gov/623/district-4-aaron-moak","http://www.brla.gov/623/district-4-aaron-moakhttps://www.brla.gov/623/district-4-aaron-moak","2,866","1,769","17.95","57","0.04","0.17"
"www.brla.gov","2025","/1746/information-templates","http://www.brla.gov/1746/information-templates","2,821","2,481","141.69","776","0.19","0.69"
"www.brla.gov","2025","/3011/early-childhood-literacy","http://www.brla.gov/3011/early-childhood-literacy","2,806","2,543","27.98","950","0.42","0.61"
"www.brla.gov","2025","/812/claim-for-refund-of-taxes-paid-form","http://www.brla.gov/812/claim-for-refund-of-taxes-paid-form","2,792","2,384","52.08","2,374","0.81","0.91"
"www.brla.gov","2025","/facilities/facility/details/jewel-j-newman-community-center-3","http://www.brla.gov/facilities/facility/details/jewel-j-newman-community-center-3","2,785","2,470","8.74","1,252","0.42","0.56"
"www.brla.gov","2025","/1721/information-services","http://www.brla.gov/1721/information-services","2,777","1,548","43.61","0","0.18","0.25"
"www.brla.gov","2025","/1266/chapter-4-mayor-president","http://www.brla.gov/1266/chapter-4-mayor-president","2,760","2,630","26.90","1,479","0.53","0.64"
"www.brla.gov","2025","/2973/employee-retiree-health-fair","http://www.brla.gov/2973/employee-retiree-health-fair","2,756","2,633","13.32","1,715","0.58","0.77"
"www.brla.gov","2025","/1786/online-forms","http://www.brla.gov/1786/online-forms","2,755","2,428","89.70","622","0.19","0.68"
"www.brla.gov","2025","/1561/council-budget-office","http://www.brla.gov/1561/council-budget-office","2,733","2,208","10.88","0","0.04","0.10"
"www.brla.gov","2025","/3208/community-engagement","http://www.brla.gov/3208/community-engagement","2,720","2,525","25.54","888","0.27","0.26"
"www.brla.gov","2025","/664/office-of-neighborhoods","http://www.brla.gov/664/office-of-neighborhoods","2,714","1,955","28.24","1,142","0.45","0.40"
"www.brla.gov","2025","/1591/get-information","http://www.brla.gov/1591/get-information","2,693","2,335","94.66","462","0.19","0.45"
"www.brla.gov","2025","/283/recruiting-forms","http://www.brla.gov/283/recruiting-forms","2,692","2,013","58.78","264","0.08","0.30"
"www.brla.gov","2025","/3103/constituents","http://www.brla.gov/3103/constituents","2,688","2,405","20.49","249","0.15","0.29"
"www.brla.gov","2025","/3113/east-baton-rouge-parish-emergency-operat","http://www.brla.gov/3113/east-baton-rouge-parish-emergency-operat","2,646","2,169","77.94","1,929","0.56","0.74"
"www.brla.gov","2025","/2485/brpd-mission","http://www.brla.gov/2485/brpd-mission","2,643","1,975","72.41","1,226","0.23","0.41"
"www.brla.gov","2025","/formcenter/mayors-office-of-homeland-security-emerg-7/basic-american-red-cross-shelter-trainin-237","http://www.brla.gov/formcenter/mayors-office-of-homeland-security-emerg-7/basic-american-red-cross-shelter-trainin-237","2,643","1,967","61.06","2,447","0.81","0.76"
"www.brla.gov","2025","/1273/chapter-11-miscellaneous","http://www.brla.gov/1273/chapter-11-miscellaneous","2,640","2,322","53.94","466","0.24","0.40"
"www.brla.gov","2025","/1352/training","http://www.brla.gov/1352/training","2,640","1,777","33.05","1,708","0.52","0.58"
"www.brla.gov","2025","/2511/programs","http://www.brla.gov/2511/programs","2,635","1,977","4.28","550","0.13","0.19"
"www.brla.gov","2025","/1264/chapter-2-governing-bodies","http://www.brla.gov/1264/chapter-2-governing-bodies","2,631","2,252","34.04","236","0.14","0.48"
"www.brla.gov","2025","/facilities/facility/details/dr-martin-l-king-jr-community-center-5","http://www.brla.gov/facilities/facility/details/dr-martin-l-king-jr-community-center-5","2,617","2,214","14.05","847","0.37","0.41"
"www.brla.gov","2025","/529/income-tax-service","http://www.brla.gov/529/income-tax-service","2,616","2,102","31.46","1,669","0.54","0.63"
"www.brla.gov","2025","/facilities/facility/details/dr-leo-s-butler-community-center-4","http://www.brla.gov/facilities/facility/details/dr-leo-s-butler-community-center-4","2,612","2,348","88.70","1,119","0.23","0.39"
"www.brla.gov","2025","/1943/taxicab-and-vehicles-for-hire","http://www.brla.gov/1943/taxicab-and-vehicles-for-hire","2,589","2,265","25.30","1,643","0.47","0.58"
"www.brla.gov","2025","/999/fire-investigation","http://www.brla.gov/999/fire-investigation","2,586","2,149","43.89","1,233","0.50","0.57"
"www.brla.gov","2025","/463/investigation-enforcement","http://www.brla.gov/463/investigation-enforcement","2,573","2,271","36.12","647","0.30","0.42"
"www.brla.gov","2025","/2974/parent-family-community-engagement","http://www.brla.gov/2974/parent-family-community-engagement","2,572","1,393","18.83","2,131","0.86","0.86"
"www.brla.gov","2025","/1589/get-prepared","http://www.brla.gov/1589/get-prepared","2,557","2,236","51.35","896","0.37","0.52"
"www.brla.gov","2025","/1351/planning","http://www.brla.gov/1351/planning","2,556","2,147","72.04","595","0.27","0.43"
"www.brla.gov","2025","/926/why-we-have-city-parish-government","http://www.brla.gov/926/why-we-have-city-parish-government","2,548","2,360","46.57","1,012","0.36","0.61"
"www.brla.gov","2025","/dataacademy","http://www.brla.gov/dataacademy","2,546","2,380","35.94","1,538","0.60","0.77"
"www.brla.gov","2025","/formcenter/human-development-services-9/training-provider-acceptance-63","http://www.brla.gov/formcenter/human-development-services-9/training-provider-acceptance-63","2,542","2,329","23.10","2,395","0.85","0.89"
"www.brla.gov","2025","/852/location-maps","http://www.brla.gov/852/location-maps","2,518","2,171","27.12","1,721","0.63","0.73"
"www.brla.gov","2025","/accessibility","http://www.brla.gov/accessibility","2,515","2,297","35.41","469","0.38","0.47"
"www.brla.gov","2025","/215/loans-applications","http://www.brla.gov/215/loans-applications","2,500","2,027","12.84","2,367","0.74","0.87"
"www.brla.gov","2025","/agendacenter/complete-streets-citizen-advisory-commit-9/","http://www.brla.gov/agendacenter/complete-streets-citizen-advisory-commit-9/","2,470","2,313","30.07","2,393","0.51","0.51"
"www.brla.gov","2025","/1334/preparedness","http://www.brla.gov/1334/preparedness","2,464","2,383","35.02","330","0.16","0.24"
"www.brla.gov","2025","/3303/community-outreach-committee","http://www.brla.gov/3303/community-outreach-committee","2,459","2,183","12.81","946","0.21","0.39"
"www.brla.gov","2025","/415/bidding-procedures","http://www.brla.gov/415/bidding-procedures","2,450","1,954","25.11","682","0.26","0.29"
"www.brla.gov","2025","/agendacenter/ebrp-communications-district-board-10/","http://www.brla.gov/agendacenter/ebrp-communications-district-board-10/","2,435","2,252","123.51","2,108","0.66","0.80"
"www.brla.gov","2025","/285/publications","http://www.brla.gov/285/publications","2,426","2,120","53.00","323","0.11","0.45"
"www.brla.gov","2025","/471/gaming-enforcement","http://www.brla.gov/471/gaming-enforcement","2,422","2,059","61.96","1,865","0.52","0.60"
"www.brla.gov","2025","/152/animal-control-officers","http://www.brla.gov/152/animal-control-officers","2,421","1,910","24.17","43","0.11","0.43"
"www.brla.gov","2025","/2849/extreme-heat-preparedness","http://www.brla.gov/2849/extreme-heat-preparedness","2,402","2,157","70.47","1,066","0.39","0.69"
"www.brla.gov","2025","/1410/residential-solid-waste-user-fee-assista","http://www.brla.gov/1410/residential-solid-waste-user-fee-assista","2,392","2,072","91.52","1,266","0.28","0.40"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/cad-incident-flag-report-183","http://www.brla.gov/formcenter/emergency-medical-services-4/cad-incident-flag-report-183","2,380","2,024","71.95","2,090","0.66","0.73"
"www.brla.gov","2025","/1817/individuals-with-disabilities-access-fun","http://www.brla.gov/1817/individuals-with-disabilities-access-fun","2,365","1,972","51.31","1,360","0.45","0.37"
"www.brla.gov","2025","/2586/administration","http://www.brla.gov/2586/administration","2,324","1,995","15.79","56","0.02","0.33"
"www.brla.gov","2025","/357/non-significant-industrial-user","http://www.brla.gov/357/non-significant-industrial-user","2,320","1,904","63.37","688","0.30","0.86"
"www.brla.gov","2025","/484/1993-present","http://www.brla.gov/484/1993-present","2,316","1,965","30.19","1,026","0.46","0.61"
"www.brla.gov","2025","/1689/divisions","http://www.brla.gov/1689/divisions","2,292","1,907","7.86","43","0.04","0.08"
"www.brla.gov","2025","/2677/operation-blue-roof","http://www.brla.gov/2677/operation-blue-roof","2,286","2,041","10.41","2,063","0.88","0.92"
"www.brla.gov","2025","/2869/24930/brpd-resources","http://www.brla.gov/2869/24930/brpd-resources","2,277","2,067","73.12","1,158","0.45","0.74"
"www.brla.gov","2025","/306/parade-permits","http://www.brla.gov/306/parade-permits","2,276","1,184","35.99","1,886","0.45","0.52"
"www.brla.gov","2025","/301/street-closure-permits","http://www.brla.gov/301/street-closure-permits","2,251","1,742","144.70","1,089","0.44","0.48"
"www.brla.gov","2025","/3259/breeze","http://www.brla.gov/3259/breeze","2,228","1,667","24.47","186","0.26","0.34"
"www.brla.gov","2025","/2124/finance-department-annual-reports","http://www.brla.gov/2124/finance-department-annual-reports","2,219","1,714","47.94","100","0.08","0.19"
"www.brla.gov","2025","/2170/financial-literacy-workshops","http://www.brla.gov/2170/financial-literacy-workshops","2,217","2,115","0.61","2,108","0.93","0.99"
"www.brla.gov","2025","/1270/chapter-8-finance","http://www.brla.gov/1270/chapter-8-finance","2,210","1,657","99.78","461","0.10","0.38"
"www.brla.gov","2025","/1682/city-parish-payroll-procedures","http://www.brla.gov/1682/city-parish-payroll-procedures","2,207","1,464","36.11","0","0.01","0.13"
"www.brla.gov","2025","/2637/futurebr-maps-and-resources","http://www.brla.gov/2637/futurebr-maps-and-resources","2,205","1,874","17.23","831","0.29","0.42"
"www.brla.gov","2025","/512/solid-waste-program","http://www.brla.gov/512/solid-waste-program","2,204","1,652","21.63","147","0.21","0.41"
"www.brla.gov","2025","/2640/character-area-map","http://www.brla.gov/2640/character-area-map","2,200","1,998","88.08","1,297","0.59","0.70"
"www.brla.gov","2025","/221/financial-reports","http://www.brla.gov/221/financial-reports","2,186","1,836","32.20","203","0.15","0.15"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/supervisor-patient-feedback-form-219","http://www.brla.gov/formcenter/emergency-medical-services-4/supervisor-patient-feedback-form-219","2,168","1,209","39.44","102","0.05","0.19"
"www.brla.gov","2025","/1265/chapter-3-governing-bodies-powers-and-du","http://www.brla.gov/1265/chapter-3-governing-bodies-powers-and-du","2,165","1,708","33.98","190","0.13","0.26"
"www.brla.gov","2025","/2865/publications","http://www.brla.gov/2865/publications","2,156","2,022","46.39","270","0.19","0.38"
"www.brla.gov","2025","/311","http://www.brla.gov/311","2,139","1,793","14.23","2,112","0.28","0.38"
"www.brla.gov","2025","/378/behavior-modification-programs","http://www.brla.gov/378/behavior-modification-programs","2,120","1,704","67.32","646","0.35","0.52"
"www.brla.gov","2025","/3230/public-information-office","http://www.brla.gov/3230/public-information-office","2,115","1,889","28.67","446","0.15","0.27"
"www.brla.gov","2025","/1469/early-intervention-services","http://www.brla.gov/1469/early-intervention-services","2,114","1,846","12.38","1,833","0.65","0.77"
"www.brla.gov","2025","/1690/administration","http://www.brla.gov/1690/administration","2,114","1,883","25.20","284","0.11","0.23"
"www.brla.gov","2025","/633/revenue-auditing-division","http://www.brla.gov/633/revenue-auditing-division","2,085","1,632","14.06","924","0.31","0.45"
"www.brla.gov","2025","/2074/forms-policies-general-information","http://www.brla.gov/2074/forms-policies-general-information","2,064","1,693","8.34","0","0.01","0.19"
"www.brla.gov","2025","/agendacenter/metro-board-of-adjustment-4/","http://www.brla.gov/agendacenter/metro-board-of-adjustment-4/","2,061","1,849","14.93","1,799","0.48","0.64"
"www.brla.gov","2025","/3114/community-connect","http://www.brla.gov/3114/community-connect","2,045","1,656","22.56","523","0.31","0.38"
"www.brla.gov","2025","/2641/small-area-plans","http://www.brla.gov/2641/small-area-plans","2,043","1,635","121.86","631","0.26","0.52"
"www.brla.gov","2025","/2998/use-of-force","http://www.brla.gov/2998/use-of-force","2,040","1,483","60.67","1,625","0.60","0.67"
"www.brla.gov","2025","/1206/pay","http://www.brla.gov/1206/pay","2,036","1,864","20.73","583","0.38","0.53"
"www.brla.gov","2025","/191/nuisance-control-operators-training","http://www.brla.gov/191/nuisance-control-operators-training","2,032","1,673","21.18","1,555","0.71","0.79"
"www.brla.gov","2025","/400/manship-theater","http://www.brla.gov/400/manship-theater","2,030","1,619","5.80","1,699","0.85","0.90"
"www.brla.gov","2025","/formcenter/finance-5/request-an-occupational-license-renewal54","http://www.brla.gov/formcenter/finance-5/request-an-occupational-license-renewal54","2,025","1,709","73.85","149","0.20","0.25"
"www.brla.gov","2025","/521/medication-assistance-csbg","http://www.brla.gov/521/medication-assistance-csbg","2,021","1,622","34.56","680","0.24","0.45"
"www.brla.gov","2025","/435/information-about-the-advisory-council","http://www.brla.gov/435/information-about-the-advisory-council","2,019","1,463","37.50","911","0.45","0.52"
"www.brla.gov","2025","/facilities","http://www.brla.gov/facilities","2,019","1,749","21.96","856","0.30","0.58"
"www.brla.gov","2025","/2670/american-rescue-plan-act-of-2021","http://www.brla.gov/2670/american-rescue-plan-act-of-2021","2,017","1,245","141.42","1,168","0.52","0.69"
"www.brla.gov","2025","/487/1911-1988","http://www.brla.gov/487/1911-1988","2,013","1,824","25.02","637","0.39","0.57"
"www.brla.gov","2025","/1014/animal-services","http://www.brla.gov/1014/animal-services","2,000","1,649","11.68","682","0.29","0.42"
"www.brla.gov","2025","/1054/special-services","http://www.brla.gov/1054/special-services","1,991","1,806","22.83","479","0.30","0.45"
"www.brla.gov","2025","/2931/lma-fighting-blight-resources","http://www.brla.gov/2931/lma-fighting-blight-resources","1,988","1,820","153.13","1,245","0.49","0.58"
"www.brla.gov","2025","/650/americans-with-disabilities-ada-task-for","http://www.brla.gov/650/americans-with-disabilities-ada-task-for","1,969","1,779","53.37","1,121","0.53","0.62"
"www.brla.gov","2025","/2584/administrative-forms","http://www.brla.gov/2584/administrative-forms","1,968","1,590","30.89","0","0.01","0.44"
"www.brla.gov","2025","/168/council-budget-office","http://www.brla.gov/168/council-budget-office","1,961","1,451","17.40","284","0.13","0.21"
"www.brla.gov","2025","/467/legal-prosecution","http://www.brla.gov/467/legal-prosecution","1,956","1,476","41.87","53","0.06","0.35"
"www.brla.gov","2025","/747/programs","http://www.brla.gov/747/programs","1,946","1,676","67.56","668","0.35","0.59"
"www.brla.gov","2025","/1653/travel-ordinance","http://www.brla.gov/1653/travel-ordinance","1,921","1,436","67.32","0","0.02","0.61"
"www.brla.gov","2025","/1269/chapter-7-fire-department","http://www.brla.gov/1269/chapter-7-fire-department","1,914","1,605","37.03","643","0.38","0.55"
"www.brla.gov","2025","/855/office-of-community-development","http://www.brla.gov/855/office-of-community-development","1,912","1,655","32.48","1,654","0.77","0.80"
"www.brla.gov","2025","/364/fats-oils-grease","http://www.brla.gov/364/fats-oils-grease","1,908","1,638","29.24","1,147","0.42","0.55"
"www.brla.gov","2025","/239/radio-shop","http://www.brla.gov/239/radio-shop","1,900","1,746","16.07","1,078","0.54","0.64"
"www.brla.gov","2025","/335/about-us","http://www.brla.gov/335/about-us","1,899","1,547","43.79","100","0.11","0.48"
"www.brla.gov","2025","/1684/policies-procedures-manuals","http://www.brla.gov/1684/policies-procedures-manuals","1,885","1,140","26.73","630","0.07","0.24"
"www.brla.gov","2025","/documentcenter/view/2589","http://www.brla.gov/documentcenter/view/2589","1,876","1,429","33.99","0","0.16","0.17"
"www.brla.gov","2025","/3115/total-compensation-study","http://www.brla.gov/3115/total-compensation-study","1,872","1,640","35.89","1,623","0.64","0.76"
"www.brla.gov","2025","/agendacenter/planning-commission-12","http://www.brla.gov/agendacenter/planning-commission-12","1,854","1,683","4,201.17","1,692","0.71","0.71"
"www.brla.gov","2025","/615/internal-auditing-division","http://www.brla.gov/615/internal-auditing-division","1,853","1,467","53.11","874","0.49","0.43"
"www.brla.gov","2025","/1673/travel-rules","http://www.brla.gov/1673/travel-rules","1,842","1,097","39.67","0","0.00","0.34"
"www.brla.gov","2025","/433/eligibility-to-bid","http://www.brla.gov/433/eligibility-to-bid","1,835","1,504","171.45","211","0.10","0.48"
"www.brla.gov","2025","/1051/hazardous-materials","http://www.brla.gov/1051/hazardous-materials","1,814","1,430","42.35","1,327","0.51","0.55"
"www.brla.gov","2025","/3232/secretary-to-the-fire-chief-employment","http://www.brla.gov/3232/secretary-to-the-fire-chief-employment","1,790","1,597","30.60","162","0.23","0.39"
"www.brla.gov","2025","/3143/plans","http://www.brla.gov/3143/plans","1,776","1,388","87.85","1,188","0.29","0.50"
"www.brla.gov","2025","/formcenter/mayors-office-of-homeland-security-emerg-7/2025-east-baton-rouge-parish-hurricane-s-234","http://www.brla.gov/formcenter/mayors-office-of-homeland-security-emerg-7/2025-east-baton-rouge-parish-hurricane-s-234","1,767","1,653","142.28","1,767","0.71","0.71"
"www.brla.gov","2025","/2210/east-baton-rouge-parish-coronavirus-info","http://www.brla.gov/2210/east-baton-rouge-parish-coronavirus-info","1,756","1,415","4.07","1,625","0.90","0.97"
"www.brla.gov","2025","/429/ryan-white-funded-providers","http://www.brla.gov/429/ryan-white-funded-providers","1,756","1,644","11.73","589","0.30","0.39"
"www.brla.gov","2025","/305","http://www.brla.gov/305","1,750","1,420","33.32","129","0.15","0.60"
"www.brla.gov","2025","/833/administration","http://www.brla.gov/833/administration","1,747","1,478","17.61","354","0.17","0.50"
"www.brla.gov","2025","/873/community-links-resources","http://www.brla.gov/873/community-links-resources","1,746","1,371","89.72","553","0.33","0.52"
"www.brla.gov","2025","/1656/city-parish-mileage-reimbursement-rates","http://www.brla.gov/1656/city-parish-mileage-reimbursement-rates","1,743","918","43.10","51","0.02","0.17"
